spray.date,first.spray.date,mildew.incidence,flagshoot,previous.flagshoot,synthetic,nonsynthetic,disease.in.may,pruning,susceptibility.to.r6.Strains,susceptibility.to.nonr6.Strains,year,change,how,Grower,mi,NonSynthetic,Synthetic,Mixture
,,,,,,,,,,,,,,,,0.993077415,0.000118907,0.006803678
,,,,,,,,,,,,,,,,0.968814505,0.000383987,0.030801508
,,,,,,,,,,,,,,,,0.849810327,0.000766022,0.14942365
,,,,,,,,,,,,,,,,0.631936242,0.00144518,0.366618578
,,,,,,,,,,,,,,,,0.118468337,0.000926674,0.880604989
,,,,,,,,,,,,,,,,0.03606201,0.000764865,0.963173125
,,,,,,,,,,,,,,,,0.985832037,0.000570046,0.013597917
,,,,,,,,,,,,,,,,0.95513018,0.001401196,0.043468624
,,,,,,,,,,,,,,,,0.901211069,0.002570807,0.096218125
,,,,,,,,,,,,,,,,0.767240001,0.004861184,0.227898815
,,,,,,,,,,,,,,,,0.479736035,0.008241819,0.512022146
,,,,,,,,,,,,,,,,0.983780105,0.000674537,0.015545358
,,,,,,,,,,,,,,,,0.956493424,0.001456659,0.042049917
,,,,,,,,,,,,,,,,0.904081553,0.002677257,0.093241191
,,,,,,,,,,,,,,,,0.773090006,0.005084876,0.221825118
,,,,,,,,,,,,,,,,0.488083751,0.008704715,0.503211534
,,,,,,,,,,,,,,,,0.96143646,0.000574396,0.037989144
,,,,,,,,,,,,,,,,0.932205746,0.000887089,0.066907165
,,,,,,,,,,,,,,,,0.87443483,0.001416538,0.124148632
,,,,,,,,,,,,,,,,0.577815202,0.003153218,0.419031579
,,,,,,,,,,,,,,,,0.276201073,0.00408696,0.719711968
,,,,,,,,,,,,,,,,0.111982014,0.003933434,0.884084552
,,,,,,,,,,,,,,,,0.960096508,0.000577378,0.039326114
,,,,,,,,,,,,,,,,0.929920734,0.00089075,0.069188515
,,,,,,,,,,,,,,,,0.860569962,0.001499762,0.137930277
,,,,,,,,,,,,,,,,0.406460623,0.002518689,0.591020688
,,,,,,,,,,,,,,,,0.870467301,0.00141941,0.128113289
,,,,,,,,,,,,,,,,0.160218328,0.002692019,0.837089653
,,,,,,,,,,,,,,,,0.059278374,0.002364345,0.938357281
,,,,,,,,,,,,,,,,0.957762469,0.000582319,0.041655211
,,,,,,,,,,,,,,,,0.925952,0.000896719,0.073151281
,,,,,,,,,,,,,,,,0.853281649,0.001503441,0.14521491
,,,,,,,,,,,,,,,,0.310627957,0.002078268,0.687293775
,,,,,,,,,,,,,,,,0.103335454,0.002003553,0.894660993
,,,,,,,,,,,,,,,,0.033766186,0.001660974,0.96457284
,,,,,,,,,,,,,,,,0.960994731,0.000575391,0.038429878
,,,,,,,,,,,,,,,,0.931451936,0.000888316,0.067659748
,,,,,,,,,,,,,,,,0.863398414,0.001498112,0.135103475
,,,,,,,,,,,,,,,,0.595156694,0.003205435,0.40163787
,,,,,,,,,,,,,,,,0.873124136,0.001417517,0.125458347
,,,,,,,,,,,,,,,,0.290746658,0.004246003,0.705007339
,,,,,,,,,,,,,,,,0.986984478,0.000424722,0.0125908
,,,,,,,,,,,,,,,,0.966938821,0.00082521,0.032235969
,,,,,,,,,,,,,,,,0.926038381,0.001536742,0.072424877
,,,,,,,,,,,,,,,,0.785969275,0.003505753,0.210524972
,,,,,,,,,,,,,,,,0.463991331,0.006409982,0.529598687
,,,,,,,,,,,,,,,,0.737396761,0.071698505,0.190904734
,,,,,,,,,,,,,,,,0.225009865,0.140821482,0.634168652
,,,,,,,,,,,,,,,,0.737396761,0.071698505,0.190904734
,,,,,,,,,,,,,,,,0.225009865,0.140821482,0.634168652
,,,,,,,,,,,,,,,,0.757234964,0.095631779,0.147133258
,,,,,,,,,,,,,,,,0.254571655,0.20693793,0.538490415
,,,,,,,,,,,,,,,,0.737396761,0.071698505,0.190904734
,,,,,,,,,,,,,,,,0.225009865,0.140821482,0.634168652
,,,,,,,,,,,,,,,,0.816567188,0.087560195,0.095872617
,,,,,,,,,,,,,,,,0.336884936,0.232517084,0.43059798
,,,,,,,,,,,,,,,,0.735586606,0.071679382,0.192734012
,,,,,,,,,,,,,,,,0.822961763,0.091834448,0.085203789
,,,,,,,,,,,,,,,,0.633481209,0.167806307,0.198712483
,,,,,,,,,,,,,,,,0.351447359,0.252432185,0.396120457
,,,,,,,,,,,,,,,,0.737396761,0.071698505,0.190904734
,,,,,,,,,,,,,,,,0.496230254,0.114535652,0.389234095
,,,,,,,,,,,,,,,,0.816567188,0.087560195,0.095872617
,,,,,,,,,,,,,,,,0.336884936,0.232517084,0.43059798
,,,,,,,,,,,,,,,,0.816567188,0.087560195,0.095872617
,,,,,,,,,,,,,,,,0.822961763,0.091834448,0.085203789
,,,,,,,,,,,,,,,,0.965352539,0.032293743,0.002353718
,,,,,,,,,,,,,,,,0.718812136,0.246530659,0.034657205
,,,,,,,,,,,,,,,,0.492801739,0.428802202,0.078396059
,,,,,,,,,,,,,,,,0.373842959,0.518129835,0.108027206
,,,,,,,,,,,,,,,,0.978317469,0.017946707,0.003735824
,,,,,,,,,,,,,,,,0.853630398,0.107724372,0.038645231
,,,,,,,,,,,,,,,,0.791398608,0.14884126,0.059760131
,,,,,,,,,,,,,,,,0.579272865,0.276401554,0.144325581
,,,,,,,,,,,,,,,,0.451960914,0.343496877,0.204542209
,,,,,,,,,,,,,,,,0.978509502,0.019795931,0.001694567
,,,,,,,,,,,,,,,,0.745335344,0.215570334,0.039094322
,,,,,,,,,,,,,,,,0.593314271,0.333678845,0.073006884
,,,,,,,,,,,,,,,,0.402716571,0.470685304,0.126598125
,,,,,,,,,,,,,,,,0.981765759,0.016750123,0.001484118
,,,,,,,,,,,,,,,,0.809552081,0.16174815,0.028699769
,,,,,,,,,,,,,,,,0.495081314,0.399728323,0.105190362
,,,,,,,,,,,,,,,,0.967672256,0.029973751,0.002353993
,,,,,,,,,,,,,,,,0.805201852,0.171576069,0.023222079
,,,,,,,,,,,,,,,,0.611335399,0.330491832,0.058172769
,,,,,,,,,,,,,,,,0.422548854,0.474728576,0.10272257
,,,,,,,,,,,,,,,,0.981765759,0.016750123,0.001484118
,,,,,,,,,,,,,,,,0.809552081,0.16174815,0.028699769
,,,,,,,,,,,,,,,,0.615811883,0.312156105,0.072032012
,,,,,,,,,,,,,,,,0.442463403,0.436121725,0.121414872
,,,,,,,,,,,,,,,,0.984119264,0.014735614,0.001145122
,,,,,,,,,,,,,,,,0.831505415,0.145804191,0.022690394
,,,,,,,,,,,,,,,,0.635521038,0.302165416,0.062313546
,,,,,,,,,,,,,,,,0.464133397,0.429105659,0.106760944
,,,,,,,,,,,,,,,,0.964940367,0.032547203,0.00251243
,,,,,,,,,,,,,,,,0.813559466,0.165264782,0.021175752
,,,,,,,,,,,,,,,,0.608149214,0.334973972,0.056876814
,,,,,,,,,,,,,,,,0.436595946,0.467613683,0.095790371
,,,,,,,,,,,,,,,,0.722585952,0.264797271,0.012616777
,,,,,,,,,,,,,,,,0.503186957,0.467824116,0.028988928
,,,,,,,,,,,,,,,,0.339790427,0.614286497,0.045923075
,,,,,,,,,,,,,,,,0.981269483,0.017422464,0.001308053
,,,,,,,,,,,,,,,,0.817491969,0.159040792,0.023467239
,,,,,,,,,,,,,,,,0.629607127,0.310759139,0.059633734
,,,,,,,,,,,,,,,,0.458304864,0.439860882,0.101834254
,,,,,,,,,,,,,,,,0.984119264,0.014735614,0.001145122
,,,,,,,,,,,,,,,,0.821089646,0.154215394,0.024694959
,,,,,,,,,,,,,,,,0.634623236,0.3024004,0.062976364
,,,,,,,,,,,,,,,,0.463100929,0.429090246,0.107808825
,,,,,,,,,,,,,,,,0.981269483,0.017422464,0.001308053
,,,,,,,,,,,,,,,,0.816456521,0.159536931,0.024006548
,,,,,,,,,,,,,,,,0.627841256,0.311248496,0.060910248
,,,,,,,,,,,,,,,,0.456295265,0.439855445,0.10384929
,,,,,,,,,,,,,,,,0.985759637,0.013025068,0.001215295
,,,,,,,,,,,,,,,,0.872985075,0.106290969,0.020723956
,,,,,,,,,,,,,,,,0.818965041,0.148606864,0.032428095
,,,,,,,,,,,,,,,,0.628530525,0.289353753,0.082115722
,,,,,,,,,,,,,,,,0.454201012,0.406590701,0.139208286
,,,,,,,,,,,,,,,,0.985759637,0.013025068,0.001215295
,,,,,,,,,,,,,,,,0.834478537,0.13860929,0.026912174
,,,,,,,,,,,,,,,,0.638460157,0.287554962,0.073984881
,,,,,,,,,,,,,,,,0.46563057,0.407788666,0.126580764
,,,,,,,,,,,,,,,,0.985759637,0.013025068,0.001215295
,,,,,,,,,,,,,,,,0.877059889,0.104472772,0.018467339
,,,,,,,,,,,,,,,,0.834478537,0.13860929,0.026912174
,,,,,,,,,,,,,,,,0.622063814,0.299435071,0.078501115
,,,,,,,,,,,,,,,,0.46563057,0.407788666,0.126580764
,,,,,,,,,,,,,,,,0.985484578,0.011820304,0.002695118
,,,,,,,,,,,,,,,,0.836638648,0.099076742,0.06428461
,,,,,,,,,,,,,,,,0.803985164,0.116231491,0.079783345
,,,,,,,,,,,,,,,,0.553324534,0.231817523,0.214857943
,,,,,,,,,,,,,,,,0.332131336,0.309060929,0.358807736
,,,,,,,,,,,,,,,,0.978317469,0.017946707,0.003735824
,,,,,,,,,,,,,,,,0.814117093,0.134045923,0.051836984
,,,,,,,,,,,,,,,,0.596929617,0.266501565,0.136568818
,,,,,,,,,,,,,,,,0.433816346,0.352377757,0.213805897
,,,,,,,,,,,,,,,,0.984535071,0.014165781,0.001299148
,,,,,,,,,,,,,,,,0.87521553,0.106453557,0.018330913
,,,,,,,,,,,,,,,,0.859274657,0.119381899,0.021343443
,,,,,,,,,,,,,,,,0.601679561,0.316071209,0.08224923
,,,,,,,,,,,,,,,,0.479608316,0.401301704,0.11908998
,,,,,,,,,,,,,,,,0.967672256,0.029973751,0.002353993
,,,,,,,,,,,,,,,,0.805201852,0.171576069,0.023222079
,,,,,,,,,,,,,,,,0.611335399,0.330491832,0.058172769
,,,,,,,,,,,,,,,,0.456921274,0.449415974,0.093662752
,,,,,,,,,,,,,,,,0.988634602,0.009173555,0.002191843
,,,,,,,,,,,,,,,,0.877983997,0.083524055,0.038491948
,,,,,,,,,,,,,,,,0.852691464,0.099028196,0.04828034
,,,,,,,,,,,,,,,,0.624619008,0.224674284,0.150706708
,,,,,,,,,,,,,,,,0.459941144,0.300999914,0.239058942
,,,,,,,,,,,,,,,,0.988886337,0.010119386,0.000994277
,,,,,,,,,,,,,,,,0.889050214,0.093273266,0.01767652
,,,,,,,,,,,,,,,,0.856102562,0.118477852,0.025419586
,,,,,,,,,,,,,,,,0.659092324,0.264331054,0.076576622
,,,,,,,,,,,,,,,,0.505061322,0.368529267,0.126409411
,,,,,,,,,,,,,,,,0.978317469,0.017946707,0.003735824
,,,,,,,,,,,,,,,,0.791398608,0.14884126,0.059760131
,,,,,,,,,,,,,,,,0.525132398,0.305891978,0.168975623
,,,,,,,,,,,,,,,,0.363243467,0.384966578,0.251789955
,,,,,,,,,,,,,,,,0.978317469,0.017946707,0.003735824
,,,,,,,,,,,,,,,,0.976787273,0.019150742,0.004061985
,,,,,,,,,,,,,,,,0.853630398,0.107724372,0.038645231
,,,,,,,,,,,,,,,,0.791398608,0.14884126,0.059760131
,,,,,,,,,,,,,,,,0.525132398,0.305891978,0.168975623
,,,,,,,,,,,,,,,,0.363243467,0.384966578,0.251789955
,,,,,,,,,,,,,,,,0.989977468,0.003123152,0.00689938
,,,,,,,,,,,,,,,,0.976218443,0.006400326,0.017381231
,,,,,,,,,,,,,,,,0.939763709,0.013684901,0.04655139
,,,,,,,,,,,,,,,,0.716406861,0.033658915,0.249934224
,,,,,,,,,,,,,,,,0.440472418,0.05250351,0.507024073
,,,,,,,,,,,,,,,,0.997515856,0.000577379,0.001906765
,,,,,,,,,,,,,,,,0.982654904,0.002805936,0.01453916
,,,,,,,,,,,,,,,,0.95092605,0.006445729,0.042628221
,,,,,,,,,,,,,,,,0.832216053,0.016455331,0.151328616
,,,,,,,,,,,,,,,,0.60601142,0.03040049,0.363588089
,,,,,,,,,,,,,,,,0.998551365,0.00012314,0.001325495
,,,,,,,,,,,,,,,,0.977287308,0.001081714,0.021630978
,,,,,,,,,,,,,,,,0.951601012,0.001924749,0.046474239
,,,,,,,,,,,,,,,,0.867475736,0.004165097,0.128359167
,,,,,,,,,,,,,,,,0.626704092,0.007495721,0.365800186
,,,,,,,,,,,,,,,,0.319518045,0.0103623,0.670119655
,,,,,,,,,,,,,,,,0.205708308,0.010626182,0.78366551
,,,,,,,,,,,,,,,,0.992698844,0.002337091,0.004964065
,,,,,,,,,,,,,,,,0.985167732,0.004219824,0.010612445
,,,,,,,,,,,,,,,,0.96201606,0.009152387,0.028831553
,,,,,,,,,,,,,,,,0.882236374,0.022758672,0.095004954
,,,,,,,,,,,,,,,,0.68639766,0.048011762,0.265590577
,,,,,,,,,,,,,,,,0.998863759,0.000226735,0.000909506
,,,,,,,,,,,,,,,,0.988813765,0.001443144,0.009743092
,,,,,,,,,,,,,,,,0.979533882,0.002292102,0.018174016
,,,,,,,,,,,,,,,,0.941824786,0.005231583,0.052943631
,,,,,,,,,,,,,,,,0.801916138,0.013022333,0.185061529
,,,,,,,,,,,,,,,,0.554744668,0.022855052,0.422400281
,,,,,,,,,,,,,,,,0.428917251,0.026335802,0.544746947
,,,,,,,,,,,,,,,,0.998947258,0.000208007,0.000844735
,,,,,,,,,,,,,,,,0.997192755,0.000461194,0.002346051
,,,,,,,,,,,,,,,,0.979703736,0.002240198,0.018056066
,,,,,,,,,,,,,,,,0.937549057,0.005438947,0.057011996
,,,,,,,,,,,,,,,,0.824447834,0.0121077,0.163444466
,,,,,,,,,,,,,,,,0.570726444,0.022726699,0.406546857
,,,,,,,,,,,,,,,,0.997950774,0.000188425,0.001860801
,,,,,,,,,,,,,,,,0.978938631,0.001189719,0.019871651
,,,,,,,,,,,,,,,,0.951503541,0.0021458,0.046350659
,,,,,,,,,,,,,,,,0.857303045,0.004905039,0.137791916
,,,,,,,,,,,,,,,,0.578797723,0.008011502,0.413190774
,,,,,,,,,,,,,,,,0.277577112,0.010417912,0.712004976
,,,,,,,,,,,,,,,,0.162921609,0.010409288,0.826669103
,,,,,,,,,,,,,,,,0.98721937,0.002864296,0.009916334
,,,,,,,,,,,,,,,,0.977201613,0.004535823,0.018262564
,,,,,,,,,,,,,,,,0.936644398,0.01032037,0.053035232
,,,,,,,,,,,,,,,,0.824748973,0.023004881,0.152246146
,,,,,,,,,,,,,,,,0.554582999,0.044828614,0.400588388
,,,,,,,,,,,,,,,,0.985653262,0.002021926,0.012324812
,,,,,,,,,,,,,,,,0.969292561,0.003641469,0.02706597
,,,,,,,,,,,,,,,,0.914477927,0.008155368,0.077366705
,,,,,,,,,,,,,,,,0.652004976,0.016459964,0.33153506
,,,,,,,,,,,,,,,,0.364726618,0.023360098,0.611913284
,,,,,,,,,,,,,,,,0.256813799,0.024513737,0.718672465
,,,,,,,,,,,,,,,,0.992129368,0.002244478,0.005626154
,,,,,,,,,,,,,,,,0.985155005,0.003793996,0.011050999
,,,,,,,,,,,,,,,,0.958654476,0.008764013,0.032581512
,,,,,,,,,,,,,,,,0.846650025,0.021927346,0.131422629
,,,,,,,,,,,,,,,,0.652833879,0.040135937,0.307030184
,,,,,,,,,,,,,,,,0.991539128,0.002442628,0.006018244
,,,,,,,,,,,,,,,,0.985271249,0.003866053,0.010862698
,,,,,,,,,,,,,,,,0.967591407,0.007382622,0.025025971
,,,,,,,,,,,,,,,,0.87314834,0.022052536,0.104799124
,,,,,,,,,,,,,,,,0.684887725,0.043885306,0.271226969
,,,,,,,,,,,,,,,,0.998447358,0.000134077,0.001418566
,,,,,,,,,,,,,,,,0.977630135,0.001102515,0.02126735
,,,,,,,,,,,,,,,,0.956502707,0.001840318,0.041656975
,,,,,,,,,,,,,,,,0.879880043,0.004018637,0.11610132
,,,,,,,,,,,,,,,,0.693606201,0.008019475,0.298374324
,,,,,,,,,,,,,,,,0.388041148,0.01216524,0.599793612
,,,,,,,,,,,,,,,,0.259228212,0.012944634,0.727827154
